(95.24604645577705, -28.424700300899897),
(95.69486627232233, -29.72557626691275),
(95.77496907002983, -29.612234454294082),
(112.47522220771934, -133.9350252450257),
(94.96572661336282, -29.55775150979327),
(96.40696337668061, -29.672610886556512),
(110.26572645542333, -133.9350252450257),
(96.88878429968523, -30.645627962101262),
(96.86445339629154, -31.94976583093677),
(97.72076551059322, -31.33345786283298),
(98.11915655804887, -30.693533396367695),
(98.25571159913471, -31.09743105393265),
(98.8118631810722, -31.032054119216728),
(99.04980509228672, -31.185547257542297),
(96.86911177078593, -32.602420634980234),
(96.61228718343429, -32.78004498946772),
(104.60972325109549, -29.227375573932083),
(99.75967112524499, -31.017469924392355),
(104.83514946056533, -29.42344604570741),
(96.71084425561139, -32.54684622963221),
(101.24829119723586, -30.706900279391913),
(97.15822844639338, -31.805068558328607),
(99.2701335768882, -31.343408837161824),
(97.05802814766507, -32.38045595593145),
(104.33058099052587, -29.936044483191278),
(102.75300230595019, -30.650334221910516),
(104.96396302109899, -29.71818934058896),
(97.00146020889699, -32.98772394548334),
(101.69642959443863, -31.21593991783672),
(99.98711231642645, -31.354292650125288),
(104.92280082310026, -29.922769833728285),
(97.16357088279774, -33.54356169673303),
(105.54391784798543, -29.396821144422617),
(105.13732884899107, -29.889273515875573),
(100.5409304843035, -31.765742726408863),
(105.39763868410213, -29.628124097155855),
(97.47563415296209, -34.6178176999085),
(105.13335584177656, -30.053853219117663),
(105.3919060011932, -30.08215040014611),
(99.831584932522, -32.39460324349504),
(103.64366033603063, -31.600147132014676),
(103.11274102619822, -31.813106475368162),
(104.98172137529254, -30.60817812910861),
(104.58746617648312, -31.66484345524257),
(100.00192796081198, -32.82834048128378),
(105.2961374533828, -30.346017990919705),
(100.75883641184225, -32.74155948716624),
(105.16152416071473, -30.842658003670845),
(99.38338685122851, -33.96635648599739),
(104.10109836983132, -32.09647855173921),
(105.3845552370307, -30.930599347842023),
(98.14349277290319, -35.14363885823707),
(103.89489822050909, -32.237672548559615),
(98.16445098635668, -36.41491887394263),
(105.00001787448379, -31.801806079452383),
(104.69890721816357, -32.09089899839313),
(98.65558608299519, -35.958639343828146),
(104.6377946591357, -32.206628125609456),
(105.31578284990162, -31.481324763271893),
(105.50541250953371, -32.05232115087314),
(105.08374386287633, -32.26564263201455),
(102.55563769898039, -32.38876860588021),
(98.3600905214991, -36.891657071556736),
(105.4943932392388, -32.31358178393812),
(108.05623070312733, -133.9350252450257),
(105.13101483194073, -32.64046216842842),
(101.82401418754083, -32.45652059430283),
(98.41853329856455, -37.266774859870374),
(102.80266575629561, -32.29554703571924),
(98.19852707616, -37.500848935273034),
(105.74522344846595, -32.408382073412426),
(99.66805888043072, -37.95081314471852),
(105.66352452837806, -32.93168752492308),
(98.87976145784532, -37.42771039750494),
(98.54959251414945, -37.82487117442485),
(106.19714707077824, -32.909388184807874),
(98.2951048018259, -37.95284123661436),
(106.8131888385143, -32.982324898724464),
(99.83552668671324, -38.1515932108201),
(99.3018637394405, -38.31088227329424),
(98.92060104391282, -38.50922064010379),
(105.63812174322447, -34.86407774453497),
(98.52632573712631, -38.83035102799371),
(98.83854346087942, -38.91312699540127),
(99.40968457779563, -38.70534460702709),
(100.62477270913519, -38.267960023575924),
(105.30782429948701, -35.558892740761664),
(110.01208414319181, -33.57639991322413),
(100.59926793242731, -38.60002701672632),
(108.56982190363928, -34.52561694324082),
(101.77538871350019, -37.998257159798634),
(113.2002555458267, -32.20575781014572),
(102.27657066678319, -37.81096488591497),
(99.05361722813532, -39.53530586609834),
(59.87861345822356, -64.73964118066058),
(60.10426935419048, -64.89984383498697),
(59.949015754171754, -65.2139843319097),
(59.883300190869015, -65.11680720367434),
(59.60816669932787, -65.32317258269772),
(59.79610397468249, -64.62397910280738),
(59.91291177253808, -65.42864169867948),
(59.65623178073257, -64.89135888835206),
(59.769163961320885, -65.08166803701579),
(59.33711395758616, -66.01296968579948),
(59.64973012498167, -65.03218947427928),
(60.076225507744596, -64.73568955221562),
(58.0258374690312, -68.19928222071312),
(58.53480443126092, -67.74720268645927),
(58.412683468440065, -67.69285011556414),
(58.19674902752289, -68.16997407585927),
(58.37705430021754, -68.32564662129593),
(58.208703688701846, -68.34107212979083),
(57.62311433909046, -69.34628129925994),
(55.221246696320314, -71.41837417206153),
(55.31624006896956, -72.01262051040142),
(55.00983507852976, -71.63550539098185),
(55.88053539330943, -72.62545798857076),
(55.074855447133714, -72.20140223697415),
(58.023852044919124, -80.06723259919083),
(55.28744155316952, -72.7500500912525),
(54.91353631913322, -72.1570904424854),
(54.753813946874075, -71.88924248235507),
(55.34691192912123, -72.871317758262),
(57.519662389472686, -80.0146778479407),
(55.924605979784516, -79.20251232927433),
(55.30872213204486, -73.0586848155659),
(57.295839923138594, -80.05426193635847),
(54.579046238961226, -72.159700297739),
(55.45540611335058, -78.21433661241078),
(54.90652352902483, -72.47832868377812),
(55.8128195309624, -79.24242112561352),
(55.08942684156278, -72.81277978115267),
(55.18329402532388, -73.82757250004143),
(56.41425771760412, -79.8558168833834),
(54.89906091432165, -76.75824265336843),
(54.884657831062285, -75.45561058116135),
(54.85996796192254, -72.86335700038204),
(55.02931758978015, -73.10450973672926),
(56.095546249270306, -79.74409946464658),
(54.60037634979851, -72.89720884124796),
(54.73670335505448, -76.0418247881349),
(56.25204974744402, -79.9700123440057),
(54.87978140195842, -73.86944119293408),
(57.52741645614569, -80.29740310106256),
(54.57635794562583, -76.64013344131739),
(54.75691587587661, -73.14744644346436),
(54.44779785825557, -72.76559277711323),
(54.329893921442554, -72.65758680717174),
(56.75141666918538, -80.21205456650948),
(54.751647326206, -77.02046196358572),
(54.221152204993395, -72.43424497385212),
(56.994266192648595, -80.40561786100051),
(55.70706115353632, -79.54583873196981),
(55.887022239373884, -79.86635031021544),
(55.11556837453327, -78.72089788420091),
(54.41856921527702, -76.49127520559806),
(56.46619768793983, -80.1717918276771),
(54.33918277536551, -73.24795652159365),
(55.47727136688488, -79.67264778092527),
(54.538378385666455, -77.20608330874374),
(57.57312823461318, -80.48373085582276),
(55.83808090617596, -80.18411905190797),
(56.650749546061334, -80.35507932792568),
(53.912024888980824, -73.08606815038019),
(53.94337082806557, -72.63262809487094),
(54.28902727706882, -76.81635674237094),
(57.0265959997629, -80.59734809481117),
(54.22768443263799, -76.55158409233309),
(54.32796058157159, -77.78797811406366),
(54.22019970576436, -77.24980807088363),
(56.10041054364574, -80.32986901499419),
(54.03183673514697, -73.4014623456233),
(54.0471803254913, -75.40351292967323),
(54.247530058812984, -76.08822196325212),
(54.15060245923134, -73.77226086665736),
(54.83568571000503, -79.25409115806792),
(53.95897628959861, -73.54404173573002),
(55.49878922496508, -79.94342944636594),
(55.72758777576545, -80.23098876961862),
(54.48025111701687, -78.76026890620084),
(53.661510611243884, -76.26449302885884),
(56.00900641678217, -80.90915050608808),
(53.748008967797425, -73.30332887328912),
(53.87846585899251, -74.63730416435047),
(57.27399289121683, -80.75315981273522),
(54.264856772635305, -78.30349328136968),
(53.88326870326612, -77.08431777072795),
(55.00063475577721, -80.62859814189382),
(54.10848685804293, -78.12796540407125),
(53.73538862630281, -74.05796867865732),
(53.528074968093776, -75.87813397920986),
(54.93018058950203, -79.92207056237743),
(54.37985984109237, -79.26755558867015),
(53.712242083354894, -74.62383503863104),
(53.35519223246189, -73.18717604304032),
(53.79652419039916, -77.46544162341985),
(53.6815834481497, -73.70615641462733),
(53.40813657706197, -73.49540083697428),
(55.099507945001335, -81.0621058016628),
(53.50608647476352, -73.97168255725401),
(53.74102963546007, -78.06879890984646),
(53.56217072737229, -74.24711938987156),
(53.89597869595913, -78.1880486291057),
(53.52866291642358, -77.09903785713155),
(54.18783493227601, -79.77122832415816),
(53.739963180351054, -78.75225127389398),
(53.10793127489767, -75.38403971412228),
(53.46722888698569, -77.47824107497806),
(53.504636233537596, -78.26512040385235),
(52.92755495496678, -73.7268611291718),
(52.71257216050251, -76.56536118246844),
(53.00770938762389, -77.09391408889425),
(53.004363329701995, -77.73653034806009),
(53.9710130750487, -81.53824359382051),
(52.91064788813732, -76.71934689843359),
(52.42082363561949, -73.46388914625146),
(52.764807514153105, -77.22031389953723),
(54.57780778765355, -82.93991457205826),
(52.47485553064791, -76.61673695084357),
(54.19009677964205, -82.73762540321887),
(51.817461227376626, -75.66963405137996),
(51.89867158738398, -79.5715716232227),
(51.755132917459356, -77.01085695684318),
(55.9641328010339, -88.73802658792548),
(52.05480219812357, -76.16234740901879),
(51.61672080833666, -76.70937677235841),
(56.261468443581165, -89.68623384904069),
(51.26117929307533, -75.13508400315105),
(52.474690371272914, -82.14828838320274),
(53.590488876013154, -83.58964342852194),
(51.52907284007017, -74.47820640473384),
(52.40597752999823, -83.16370943425878),
(55.88348933394681, -88.5077936298447),
(51.377343288251645, -75.86668944127572),
(51.16559066134572, -82.16300561950048),
(56.44129095378155, -89.91613223872945),
(51.44819471978206, -83.07595998799691),
(50.78129103436771, -74.40996823692365),
(49.33132293204551, -77.70189936611388),
(51.0244351691897, -75.04017312701698),
(51.141310286207585, -75.26038063778553),
(56.557070921957965, -89.93637495908217),
(56.02323432776896, -88.55526480813556),
(51.127408405496496, -75.62409709568746),
(50.8511707850748, -74.608211094345),
(50.864322386076, -74.97745936362084),
(47.30707578351149, -77.49877442472963),
(50.71241793541499, -74.72070993918742),
(51.03993144224888, -82.8972397634213),
(50.64316680672764, -75.28302212978934),
(56.783325772960666, -90.39674650194421),
(49.62531643148908, -83.19685955334509),
(49.77020311644118, -83.16769862437323),
(50.50259441044332, -74.98352456872745),
(45.47448155339762, -77.36285196209738),
(48.278251363423244, -83.42809429725321),
(46.4181059042855, -83.6019557032249),
(47.93828286352144, -83.5097854172927),
(37.49529469639709, -74.50098413700306),
(41.27253898637825, -77.04816714510875),
(37.68949862467453, -75.2016956109492),
(39.51631574838988, -76.75579169332406),
(38.431198273160604, -76.2442570904516),
(37.34851615356058, -74.80857668810863),
(37.106574255673976, -74.75388139564195),
(41.23829492032708, -84.1601347697206),
(39.44394354166222, -84.48055631848703),
(62.93698990159683, -97.95184935076443),
(39.37780097846295, -85.211685701909),
(38.96183278013172, -84.37213997349225),
(38.43664432089801, -77.06342155356455),
(38.764483011252835, -76.82109845810193),
(62.838622441818735, -97.74378883667322),
(37.784912558626424, -76.51086744363809),
(37.270816463131986, -75.46838365898388),
(62.8404518452725, -97.56930069074373),
(38.191339923356416, -84.37523127895807),
(38.2345783566667, -84.46896178415504),
(62.51078700751452, -97.72219045216472),
(37.542916283062496, -76.43886009834581),
(36.689697221065344, -74.72408942521459),
(101.4911756246609, -131.85694280225644),
(36.90337682115624, -84.45022055313827),
(36.81729873786846, -77.24143018433946),
(100.62432250096396, -131.87009886638108),
(62.30096678649932, -97.29700900396756),
(36.82031035544723, -84.563604035697),
(101.47740776716302, -130.99209087996599),
(36.04263053858082, -77.63044835396214),
(36.49191182951339, -84.48685331823933),
(35.38008849666451, -77.70704515292483),
(36.1543814974261, -84.526211992765),
(100.61107981005915, -131.0044298171602),
(36.02229791922288, -84.46049341477885),
(35.63495676862657, -84.53201223286688),
(34.584904541559936, -78.09467766348328),
(35.49515434322359, -84.47394134246582),
(34.19090352755184, -78.23159026436684),
(35.20692559695673, -84.45652772081714),
(61.363101190962496, -97.19982691803412),
(34.903948448970255, -84.45562900468215),
(34.73264006353341, -84.43675976472115),
(28.50746469904036, -130.93230009271127),
(27.89373830230113, -131.60892025404308),
(32.81837646177742, -78.82484791337205),
(29.125531716231126, -131.62971035054153),
(34.56729593601669, -84.44533034806581),
(32.58417284710637, -78.9754384676688),
(34.35219618428097, -84.4395360658947),
(34.07693671679097, -84.31274670419539),
(34.10990836326449, -84.50639644180633),
(26.740364202982228, -131.28245704028976),
(33.700888438031214, -84.26334391977086),
(27.290635285494588, -131.02466532177496),
(33.5487503832225, -84.29338784976548),
(33.743426142507424, -84.43389711845776),
(26.82811373845373, -131.9298896536358),
(33.4098334035273, -84.30894656207262),
(31.240857191592575, -79.69685005806707),
(31.346021333657298, -79.53531934732729),
(33.17294956751373, -84.29532558878638),
(30.910057801197286, -79.87833985434776),
(26.05882673104125, -131.25793259189777),
(30.419204188051577, -80.13420523419467),
(32.4747129262132, -83.9291396106301),
(83.75177742787125, -133.9350252450257),
(30.33212213414406, -80.35709782616183),
(30.661682032552033, -80.04377838110743),
(31.66853029217458, -83.98216112848948),
(30.47200651063617, -79.87129784964613),
(30.57986881581321, -79.92843610175979),
(30.543438304971723, -80.24240199557161),
(30.43279128366843, -80.45307345177955),
(30.119507746793175, -80.40510494040012),
(30.019767252943495, -81.25087886353725),
(29.63400711813436, -81.24102523354101),
(30.219499443016055, -80.50354677259276),
(30.109270879571532, -80.2122644386555),
(29.86305275207339, -82.83855996013898),
(29.991242699205458, -83.62511285290547),
(13.570390966678662, -131.9781321800893),
(20.337632196369057, -82.09929433635793),
(28.476163325405167, -83.39601546449846),
(102.9032863413764, -90.51027523889468),
(12.588142845541777, -131.28909373379312),
(13.90543233921011, -131.10278352892036),
(15.27289334348158, -130.99459275626074),
(20.652309838691274, -82.03370225243553),
(14.394499285547711, -131.59038292174958),
(13.046955199173158, -131.90362905172242),
(13.271506700453985, -130.88405756625772),
(104.09150667611748, -90.79101051613438),
(13.31380500006928, -131.4136335495151),
(21.033548134498837, -82.15908321242335),
(27.6673772961641, -83.00036779933396),
(22.00409335544195, -82.388844314328),
(24.707737350596204, -82.96189075482137),
(25.666820516981694, -83.91951472424957),
(22.23952480384915, -82.41647122328226),
(15.865115440532698, -131.71875685829335),
(25.557606402346902, -84.19730001003876),
(105.73371522211706, -91.22335125625129),
(24.517043006667038, -84.19302810948025),
(24.58042030808558, -84.67748399684939),
(105.2736591425212, -92.49482022205704),
(24.53234707949936, -84.49489802729909),
(106.00715656773913, -91.75689901407351),
(24.196076443838454, -86.32253674410066),
(23.806449732731473, -86.83732631084894),
(106.61624140340496, -91.36218419519638),
(106.18950160886739, -92.01737101592366),
(24.488786034247845, -85.39052777544151),
(106.34370856077925, -91.19754589511491),
(23.985154761754277, -86.23192635943589),
(106.40600992051921, -91.62215057444058),
(99.4618429396721, -57.92590428781863),
(23.145550360996136, -85.20619143089252),
(18.515482833037538, -87.49589550895111),
(107.38705882019119, -91.54170827202925),
(106.73564810370006, -91.95879732085369),
(99.78103762269828, -58.071996003542914),
(17.032935946875803, -88.17149548633965),
(101.49683591622139, -56.540204227200974),
(23.612639285620475, -85.75192176287328),
(111.35928732735253, -91.9712659556565),
(100.56197271129373, -57.49215168817582),
(99.53894611994968, -57.54755009687489),
(112.87551929191561, -91.9128240836374),
(101.82659583288316, -56.629645214718174),
(101.78703441939412, -57.12296594876173),
(101.46865992530228, -56.952098740685116),
(22.9492071452434, -85.79728961706313),
(102.46416715974232, -56.77913613532004),
(110.27645380584873, -91.50236462672092),
(81.54228167557524, -133.9350252450257),
(112.29000602109818, -91.53105250161497),
(115.1371190566151, -91.82805199564847),
(114.3810724217915, -91.64829691747981),
(113.88552215533167, -91.47341679305845),
(112.23253802370577, -91.1702703114532),
(115.76189554182838, -91.4751078506122),
(115.21948808568857, -91.42769117482213),
(114.65991618828858, -91.16833568727888),
(105.02099938481668, -56.160207537442766),
(114.98179677641356, -91.05150214159224),
(113.727195687239, -91.15884632721067),
(105.90862582713757, -56.098772824518946),
(114.50230323450432, -90.84388309920033),
(116.15466871671688, -91.34519224267811),
(117.76637537155295, -91.46423407766886),
(114.7110629107869, -91.53034691139314),
(114.95782155206832, -91.34438377861468),
(115.46958831972282, -90.88636375120696),
(105.83917028786146, -55.76959956333485),
(106.70446698671782, -56.060855907261995),
(108.89022439077124, -55.988887889213515),
(106.83038719181334, -55.495424794605505),
(109.81040014850427, -55.93935885185612),
(110.05490737165027, -56.093907435765516),
(120.0586598046124, -91.51739423617502),
(110.05739944704766, -55.57532640441543),
(110.52890170905744, -56.06947098959955),
(110.47413451972031, -55.72650818218544),
(110.79494202285714, -55.70148833659882),
(120.89797508023474, -91.71117407157669),
(114.89506623894721, -108.1225333271947),
(121.03414156028668, -91.16159236226495),
(115.08985034294464, -108.56688072169155),
(110.99645089635547, -55.84859989879112),
(110.51930955917722, -55.29012292966566),
(121.39314321037338, -91.40704035852976),
(115.87865126246477, -108.13181522490406),
(109.26249374497715, -54.62515194170699),
(121.26915044784747, -91.88832531385698),
(110.49683938067706, -54.15881475829914),
(39.17343801212911, -131.43106982632315),
(111.41433463703537, -55.33575638499299),
(114.6022988545207, -108.83373988394794),
(53.74643111503769, -131.42051478702203),
(112.12390152310273, -55.155338384969056),
(54.08900983886486, -132.0385185728966),
(113.72960574903674, -108.51266497077182),
(110.80143266967212, -53.09728413540558),
(54.79531942338584, -132.04864504076986),
(40.1803815260526, -132.0347127054512),
(40.00288130017404, -131.43222540247814),
(111.0979512663268, -52.79894203936949),
(115.38817069397348, -55.64730188869783),
(54.81650358288641, -130.82452912210877),
(113.84144603027896, -55.03706484002573),
(111.1175209333055, -52.247422468804665),
(116.06367551271006, -131.43109487317352),
(40.18169827464531, -130.82747704089584),
(54.10944997786755, -130.8135447055772),
(55.16084165116245, -131.44343296142813),
(111.51601818713732, -52.31632343036349),
(54.45450512545672, -131.43069487189533),
(116.31381743199807, -56.09714483070166),
(108.417778289285, -107.8551831308732),
(109.25649855032975, -107.75026208843671),
(41.04420530585744, -131.43206466907998),
(111.84505238811929, -52.724618011525806),
(116.25405672396317, -55.47368610452615),
(115.06367551271006, -131.43109487317352),
(113.57026793919357, -54.50808828289131),
(112.03534265911891, -108.45442192625661),
(112.05014566710445, -52.53340419337316),
(113.39858438913299, -54.172440617659106),
(113.23342231878412, -53.53576917202709),
(113.40219731482895, -54.43917976085885),
(111.70776924208022, -52.14555163651617),
(113.88859644402518, -53.91502231772212),
(112.5585037491353, -108.76899430342527),
(114.37329577421292, -54.44156879852296),
(113.71608515386755, -54.01512698202805),
(113.959425973916, -54.31468288007488),
(113.75464090346385, -53.58420082461702),
(114.1305383454256, -53.9817172093233),
(110.40137721901328, -108.39867973590515),
(109.37350426590511, -108.4479912314112),
(111.20824080282677, -108.80327965152762),
(112.5702926847217, -52.43573382967385),
(112.42007611223138, -52.091825050075016),
(119.28277102904187, -56.3105026958542),
(113.10854623341953, -52.370820755461054),
(110.1921228480896, -109.16295844351238),
(112.69965514693743, -51.91385262351027),
(109.53877146768022, -109.10490654205617),
(113.29681557010917, -52.90132818728798),
(110.0982780885845, -108.75994241955948),
(120.47323774630006, -56.600136074231486),
(120.10432248897567, -56.54152680814852),
(109.9784410610429, -100.0820022898713),
(120.38975254616311, -56.910257818459286),
(120.74165298879598, -56.57864754460763),
(113.17156795141894, -51.82083529319888),
(109.74586437857957, -100.53884134768342),
(109.0031021192788, -99.86041859609774),
(112.89874538687936, -101.22504322175811),
(120.60307707731067, -56.33749829493672),
(111.12479012514774, -100.97739383921727),
(112.23059042581616, -101.05610478360222),
(120.63417329938514, -56.89470282145441),
(112.69297561947779, -100.73252361176482),
(114.64946317144343, -101.66536355058854),
(114.23492411525103, -101.47490562404725),
(115.3034246289011, -101.23751897733182),
(121.59703369099238, -56.94236292437229),
(114.24811664564783, -100.94014169732979),
(114.82708346410963, -101.18300632632297),
(113.70105698524472, -100.94310033638594),
(115.20402361861825, -101.603058653645),
(109.78440274386915, -102.00331739506879),
(114.79576456259716, -100.76971025558444),
(108.7539766119331, -102.72085264794822),
(114.32094311054688, -100.00322705407046),
(115.54245293981667, -100.77592925544671),
(98.896579813776, -131.85694280225644),
(123.65838875931864, -57.497865795146105),
(98.02972669007906, -131.87009886638108),
(124.83458661207767, -57.66106557226028),
(124.38555753011363, -57.89057759259649),
(124.68468052237922, -58.03107672876312),
(98.88281195627812, -130.99209087996599),
(129.6361754941259, -131.43109487317352),
(98.01648399917426, -131.0044298171602),
(124.56796059881597, -57.448743370299205),
(128.6361754941259, -131.43109487317352),
(110.44941588233647, -44.49471189710463),
(111.05910416683128, -44.376808604958995),
(103.20567562094405, -131.43109487317352),
(111.8280316670408, -44.925912902726935),
(110.8853094666643, -44.64537889791925),
(113.29857754416496, -46.09186328235289),
(108.61219741924072, -48.332924516064644),
(102.81242620054752, -49.35120282865099),
(112.85933794313817, -47.15633993526983),
(101.50071614183315, -49.51699285381879),
