Object ID,Name,Class,Parent,Centroid X µm,Centroid Y µm
1b22b643-b0ef-4820-86cb-f47b7c9c60ee,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,706.81,231.27
229c8377-8446-4d6a-ba7c-418e9754cb27,Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,PathAnnotationObject,778.39,229.67
08ed3f65-b330-4975-b194-d0736e5f8284,PathCellObject,,PathAnnotationObject,26.75,230.69
fd032a5c-7251-46ed-9ca0-9f605490f825,PathCellObject,,PathAnnotationObject,51.67,231.39
00d6610a-8198-405f-8dff-44a15f85aa79,PathCellObject,,PathAnnotationObject,247.78,229.88
3b614e63-a53d-4045-8d85-d2cea188ddd6,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,316.24,231.84
3ed6398e-b80f-4c98-b505-00683d50c952,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,633.34,231.37
ce8e0445-9e22-4954-85f2-a0d30b98e580,Target: CD3,Target: CD3,PathAnnotationObject,358.67,231.34
7be78679-115a-45e3-b9f6-7c8f6701291b,PathCellObject,,PathAnnotationObject,478.44,231.39
cfcd9135-e740-411c-9968-a38e32a06a1b,PathCellObject,,PathAnnotationObject,517.94,232.48
f7649ca2-f1a6-4cb7-bf70-fb59a77c28fc,PathCellObject,,PathAnnotationObject,544.24,234.36
9862cae7-7e3e-472f-8ca9-f4b47aa4cedd,PathCellObject,,PathAnnotationObject,35.39,232.05
b6e383ff-9e44-426e-9c5b-e64b22d59455,PathCellObject,,PathAnnotationObject,232.88,237.21
22777995-fad3-4dc4-ba51-9dd74edbd313,Target: CD3,Target: CD3,PathAnnotationObject,424.15,233.6
684d1b63-f45c-4af5-96b2-93bdb88001be,Target: CD3: CD8,Target: CD3: CD8,PathAnnotationObject,454.97,234.36
c831aaf1-335f-46b7-8b61-c61cf9afff6c,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,755.72,233.73
57d612a0-830c-42e2-b8ff-d377724c87aa,PathCellObject,,PathAnnotationObject,2.769,230.5
e13fbbd0-57cb-4b68-b566-e6d2bbf57c5e,Target: CD68,Target: CD68,PathAnnotationObject,309.44,233.78
db4afd84-caa1-4db6-96b3-bb708b268195,PathCellObject,,PathAnnotationObject,67.05,231.62
2356f78a-f083-4f83-a412-6e93a2ba66d6,Target: CD20: CD68: CD3,Target: CD20: CD68: CD3,PathAnnotationObject,771.66,234.29
31cd8ca7-9dc9-4831-ae34-59863c056abb,PathCellObject,,PathAnnotationObject,160.22,233.04
c1b2e5bf-aa86-4ea9-a431-f8301cf6affc,PathCellObject,,PathAnnotationObject,61.04,234.52
06dd95fc-73b5-4d91-bb5f-2d13b2e2d94a,Target: CD8,Target: CD8,PathAnnotationObject,187.43,233.63
79e75734-0216-4b1c-ae80-f6b79acccf82,Target: CD20: CD68: CD3: CD4,Target: CD20: CD68: CD3: CD4,PathAnnotationObject,741.06,231.87
b4d0f49b-4da7-4969-9634-37fc898c5c2b,PathCellObject,,PathAnnotationObject,12.42,236.23
fdc37c6a-00c6-461c-b34d-38f5161ed71a,PathCellObject,,PathAnnotationObject,102.83,232.43
dde0aeed-8da4-4533-b4af-43856739a7fc,Target: CD3,Target: CD3,PathAnnotationObject,355.57,235.45
923f44a9-4284-44b8-812f-ac1fc1ea3070,Target: CD3: CD8,Target: CD3: CD8,PathAnnotationObject,464.19,234.8
50923d4a-4b07-4528-8a47-c8ddfd77af8f,Target: CD68: FoxP3,Target: CD68: FoxP3,PathAnnotationObject,568.04,234.73
bd97b384-9f86-417a-a469-9f58e660ef5c,Target: CD68,Target: CD68,PathAnnotationObject,784.61,237.7
f911f1f0-8a37-4a6c-a18f-5031de791a37,PathCellObject,,PathAnnotationObject,43.76,233.58
78e3f08c-79a4-445b-b6a5-73fb2468c366,PathCellObject,,PathAnnotationObject,178.42,237.27
80b4895b-e3db-43d2-936e-808fd6884c69,PathCellObject,,PathAnnotationObject,385.74,234.94
94268470-95ff-4104-94be-e3fc81e84750,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,397.34,235.34
6d7ac978-7d5b-4e13-9830-2a743a9a9335,PathCellObject,,PathAnnotationObject,483.11,235.68
cfc6115c-55ae-4322-a35f-448ebbebc34d,Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,PathAnnotationObject,718.91,236.58
63c82e91-27e4-4a43-a98e-c50668db52a6,PathCellObject,,PathAnnotationObject,71.34,236.47
8051b7f4-d726-492d-a5cd-1a4a3ec6e6fc,PathCellObject,,PathAnnotationObject,124.77,234.79
39d4268e-b913-4e54-9373-8ca6e290944b,PathCellObject,,PathAnnotationObject,142.54,232.93
0e3253ac-4af4-4710-b236-c630fa5bc45b,PathCellObject,,PathAnnotationObject,446.71,236.84
8f5454bd-2b12-45bc-9e8a-a6412d59abc8,Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,PathAnnotationObject,669.72,236.37
a227bfd8-2dc9-411b-8409-af9bfc912ba4,PathCellObject,,PathAnnotationObject,242.65,238.45
84ff514d-f752-4795-9886-e44ab10309c1,Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,PathAnnotationObject,679.49,236.38
f0d7addf-a915-449b-b15c-09c9837ea069,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,747.94,237.33
59be60bc-d62d-486b-998a-8bab49343c68,PathCellObject,,PathAnnotationObject,795.9,237.29
7276b5f5-a4ce-4470-bf2a-9b51ec3bc6d2,PathCellObject,,PathAnnotationObject,204.98,236.95
872ed245-99ae-4fc6-a296-9621d5c3733a,PathCellObject,,PathAnnotationObject,226.4,236.83
3d0a1fb0-f82c-42c0-88bb-482e523dca4d,Target: CD8,Target: CD8,PathAnnotationObject,473.95,236.62
b5807ece-046b-4ade-98f0-c71f813ff126,Target: CD20: CD3,Target: CD20: CD3,PathAnnotationObject,656.99,236.55
12eecf0c-ee2b-4e0b-850b-8b8297dc4a79,PathCellObject,,PathAnnotationObject,85.99,235.79
95424451-7934-40b5-b381-a2c7e495389c,PathCellObject,,PathAnnotationObject,266.4,235.07
bee068fd-4442-45ae-99e3-7c7f388666ae,PathCellObject,,PathAnnotationObject,503.4,242.07
215540fe-39d1-4bbc-a9b2-4c539c2f534b,PathCellObject,,PathAnnotationObject,28.58,240.08
3d3a3034-29c5-4a11-9d78-d0fedfbd3924,PathCellObject,,PathAnnotationObject,52.98,237.81
1b37e7e5-f829-4e9a-9274-bba757c91486,PathCellObject,,PathAnnotationObject,405.89,235
defcaee1-fba3-4b37-9a3e-8efe032b2529,Target: CD20: CD4,Target: CD20: CD4,PathAnnotationObject,561.46,236.35
6f37fa66-4dbf-491d-aa1f-90e0a87c6c85,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,622.87,239.02
2758b15b-b089-4afe-80fa-d1b2f4163286,PathCellObject,,PathAnnotationObject,3.575,239.26
8bf0ea95-3fff-4d98-9b30-f1e8fadaf546,PathCellObject,,PathAnnotationObject,131.64,237.36
ccfa2cb7-332b-498d-b14c-865770352696,PathCellObject,,PathAnnotationObject,251.64,239.23
d7f5cbbb-dc20-426d-84c8-d4720b0dbebd,Target: CD3: CD8,Target: CD3: CD8,PathAnnotationObject,377.22,238.53
6a7015bf-534e-4ed1-9f07-792f85c4fcd7,PathCellObject,,PathAnnotationObject,576.94,237.37
e7cef8cf-80c3-415c-b497-74e56c3b4626,PathCellObject,,PathAnnotationObject,97.35,237.8
a1b6e092-a849-46a7-8f48-ea15aa29007e,Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,PathAnnotationObject,584.14,238.76
0110d47e-f77e-4bce-9be7-8f8ae4968a39,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,640.37,237.76
3ebca26d-99bf-49a8-a0a9-c6a11a636932,Target: CD20,Target: CD20,PathAnnotationObject,663.24,238.56
9d039083-1f81-4192-8973-1bbdddea1907,PathCellObject,,PathAnnotationObject,39.01,238.85
fbbdca67-3d5c-4621-9164-61642e6fe8a7,PathCellObject,,PathAnnotationObject,137.27,239.72
44b6c814-0867-4e73-b1aa-0376a724252c,Target: CD20: CD4,Target: CD20: CD4,PathAnnotationObject,298.25,238.61
c35da7d5-e3ab-4704-a914-ae7cc1510ca6,Target: CD68,Target: CD68,PathAnnotationObject,549.96,238.31
bfb28f54-8fad-4077-91dd-c0c6588e0d66,PathCellObject,,PathAnnotationObject,191.93,237.69
ca18bb89-b302-4cdc-b5e3-740b2d042662,PathCellObject,,PathAnnotationObject,153.37,239.61
fe33765e-e821-42fc-ade2-a6dbc0a1b0eb,PathCellObject,,PathAnnotationObject,212.59,239.76
0715a8c4-f001-48d5-aefe-7f64b6138e5c,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,438.69,240.7
7a94c1a1-2b42-49bd-acd4-a12958781615,Target: CD20: CD68: CD3: CD4: FoxP3,Target: CD20: CD68: CD3: CD4: FoxP3,PathAnnotationObject,734.37,240.72
83be9aaf-30c2-48db-a9f4-2add66ee36a1,Target: CD68,Target: CD68,PathAnnotationObject,349.03,239.14
525fb259-d22e-4e1c-b30b-1abc6d8b87bd,PathCellObject,,PathAnnotationObject,66.61,240.22
a3c842ba-e860-48b9-a8f6-bdc2c3c32e45,PathCellObject,,PathAnnotationObject,221.31,242.22
a5155257-fd65-49ba-acb0-03d4c6dfaaea,PathCellObject,,PathAnnotationObject,274.98,239.19
e77bb10a-6b1d-4cd2-9c12-500c73e1db34,PathCellObject,,PathAnnotationObject,391.04,243.82
48733eaa-3027-43a4-bbaa-62314969de14,PathCellObject,,PathAnnotationObject,46.61,240.36
681703c8-67a5-4fc2-abd7-c88c0970e52c,Target: CD68,Target: CD68,PathAnnotationObject,489.13,240.07
4c38a459-163a-4a63-b341-d9d6b1e41d53,Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,PathAnnotationObject,590.61,241.16
84a08da0-5e86-4c8c-b5ab-29be8088ba25,PathCellObject,,PathAnnotationObject,105.18,240.81
f5092bf4-4f99-4915-b83d-3a82a1ba8d00,Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,PathAnnotationObject,414.47,241.08
525c9477-0651-4ebd-86a0-f0c7d7d333d6,PathCellObject,,PathAnnotationObject,468.4,242.4
f38c1df0-0dbf-4cf0-a3cc-4f250cd4ac9c,Target: CD68,Target: CD68,PathAnnotationObject,524.37,242.96
d75b14c1-5ea6-4aec-8660-d31ad1368734,Target: CD3: CD4: FoxP3,Target: CD3: CD4: FoxP3,PathAnnotationObject,570.21,242.71
4e76863c-9495-4d9c-9623-a82d5d0f246c,Target: CD20,Target: CD20,PathAnnotationObject,704.41,241.44
2055947f-5f1d-4cae-acf2-54326e49abbc,Target: CD68,Target: CD68,PathAnnotationObject,765.95,241.68
0d986ae5-5089-49fd-b2fc-53d8896e7880,PathCellObject,,PathAnnotationObject,118.67,242.27
a35fdf49-c5e0-4695-8eb6-7ff125412533,PathCellObject,,PathAnnotationObject,184.47,243.51
66160818-d1b9-4a32-8878-29f680bfc924,PathCellObject,,PathAnnotationObject,282.74,242.97
685664b2-eb04-48e3-bebd-f8ab85f36497,Target: CD4,Target: CD4,PathAnnotationObject,308.31,242.34
03e5df28-bdbe-485e-93a9-c820f9d106d8,Target: CD20,Target: CD20,PathAnnotationObject,553.99,241.94
ed3ad750-6b84-4da4-b96d-4f00c5d473ec,PathCellObject,,PathAnnotationObject,90.71,240.93
60f6653b-9bbe-40c0-917c-1a70cddfafd0,PathCellObject,,PathAnnotationObject,167.15,244.31
eaebb3bc-978a-4775-a0c2-d1c487ce9696,Target: CD3: CD8,Target: CD3: CD8,PathAnnotationObject,404.63,242.82
d28eb896-661f-41ff-972e-abe6becf4f22,Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,PathAnnotationObject,427.27,243.03
13ed457a-b805-4753-b242-29f3b12299c0,PathCellObject,,PathAnnotationObject,79.17,241.47
8822c0ef-b7ce-41cf-a026-00fcf3e7950e,Target: CD4,Target: CD4,PathAnnotationObject,291.87,242.66
64d9f27c-6632-4f21-996f-814138ac96fc,Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,PathAnnotationObject,610.56,242.34
696e076f-d8ab-4f2f-97e3-a0de7bb272e2,PathCellObject,,PathAnnotationObject,59.72,241.65
2f66d44e-2e0f-44ce-be69-1e29d15be1dc,PathCellObject,,PathAnnotationObject,145.51,242.95
3a241031-f58c-46d3-8f2e-f195130f1630,PathCellObject,,PathAnnotationObject,263.67,244.56
dd9b2738-93dc-4782-8923-d167cce1b4a3,Target: CD3,Target: CD3,PathAnnotationObject,366.61,241.12
4d96337a-aa27-4a27-a9d7-b1be8b11d7c0,PathCellObject,,PathAnnotationObject,196.7,246.31
42b84506-b7d6-4a7f-be83-dae420a63c0b,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,479.11,246.93
75a28173-98de-426b-bd82-8a9499f597f8,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,677.75,244.2
b95d947e-16d6-45b9-9f8a-8a32034503f5,PathCellObject,,PathAnnotationObject,779.08,246.68
1caf0674-3478-477c-b747-9296d07113bd,PathCellObject,,PathAnnotationObject,83.53,246.56
562558fa-efe5-4d36-8f51-655c6e599328,PathCellObject,,PathAnnotationObject,125.39,247.67
2a3aa121-ca22-445f-8f82-a0d433a2813e,PathCellObject,,PathAnnotationObject,274.63,244.93
03dcd144-76bc-4bb6-bd4d-e9544c3005fc,Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,PathAnnotationObject,561.15,244.36
560df64f-a19d-4bb1-bbfd-6ad23aab4acd,Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,PathAnnotationObject,597.75,244.43
4f5ca756-546b-4241-82fe-943c2a80205b,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,631.06,243.36
c829a417-2fd6-4609-9cd6-22c86958e5a7,PathCellObject,,PathAnnotationObject,459.08,243.79
c0591d73-8cca-4f38-96a8-73732d53b3ca,PathCellObject,,PathAnnotationObject,18.53,245.94
b18b87e3-91fa-46bd-9e19-499e1e692fe9,PathCellObject,,PathAnnotationObject,97.87,245.52
6b238e05-8215-422d-b4d4-feb1fa9b4bf4,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,637.36,244.92
3506499f-4eed-4eba-9b43-7d6e29ebcdb9,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,655,245.42
2b5ffe34-b3b2-436b-907c-2b39159f10aa,PathCellObject,,PathAnnotationObject,54,245.51
b56e0814-90ae-4c2c-ba25-4bdc2ea6a00a,PathCellObject,,PathAnnotationObject,72.93,244.95
17e5bcbb-1c37-4693-83f4-c6468e47598c,Target: CD68: CD3: CD4: FoxP3,Target: CD68: CD3: CD4: FoxP3,PathAnnotationObject,339.97,245.88
df376432-49af-485a-8a48-73667835ea60,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,579.02,246.53
3a2e827e-1b57-480c-92df-46434435ad64,Target: CD20,Target: CD20,PathAnnotationObject,371.54,248.35
958e4886-565f-4c30-893b-2557e23c873b,Target: CD20: CD68,Target: CD20: CD68,PathAnnotationObject,644.88,245.48
297ac4ab-94ff-4c98-a135-6ab4dac2d9b9,PathCellObject,,PathAnnotationObject,492.8,247.38
c6760215-63bc-414c-bfa9-dfd6843427aa,Target: CD20: CD68: CD4,Target: CD20: CD68: CD4,PathAnnotationObject,718.06,246.26
93040942-ff22-4edf-969e-10a2050d1103,PathCellObject,,PathAnnotationObject,9.308,249.26
a2eb40b2-07fc-4f30-836b-ce640c8bcf5a,PathCellObject,,PathAnnotationObject,62.59,248.18
a7a8c2ed-2a85-4f6a-93b0-7283f14a5385,PathCellObject,,PathAnnotationObject,110.72,245.74
5b65eb3c-b4e1-4397-b67c-38214da8aa44,PathCellObject,,PathAnnotationObject,45.89,247.06
c93b3ed2-5caa-43a9-8570-33b4ca15dc7a,PathCellObject,,PathAnnotationObject,205.49,248.57
60855477-bbc0-4e43-9349-c0a06af5a7a4,PathCellObject,,PathAnnotationObject,358.44,247.96
ae8cef75-cfcd-4cbd-9e84-689fee271b8e,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,378.53,246.6
adb480de-1fbd-46e5-bcfc-3908395ad580,Target: CD68,Target: CD68,PathAnnotationObject,669.26,247.14
0a5029c9-ea38-4296-946e-06d2ebf35121,PathCellObject,,PathAnnotationObject,36.01,248.67
68a320fb-1d7d-4027-88b0-344e1f1ed4ff,Target: CD68,Target: CD68,PathAnnotationObject,743.45,247.73
62c9c464-2cb3-4a74-82be-557be534f12a,PathCellObject,,PathAnnotationObject,90.3,248.02
711282af-2d1f-4a8c-ba52-cdd58b0a973e,PathCellObject,,PathAnnotationObject,158.99,247.8
f42edc52-9f44-4a30-8a3c-8edf46b969bb,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,347.57,248.14
ad09c27c-18f6-4325-8e38-ed88ba4e6244,Target: CD3: CD8,Target: CD3: CD8,PathAnnotationObject,419.6,248.78
d09c81ef-b6b8-4c2c-b261-c7269ff8b360,PathCellObject,,PathAnnotationObject,446.6,248.57
bd5f29ea-834b-4916-8eb3-b872d02c6332,Target: CD20: CD68: CD4: CD8,Target: CD20: CD68: CD4: CD8,PathAnnotationObject,728.33,251.24
b0b158b6-7783-4691-892f-6704d47055d5,PathCellObject,,PathAnnotationObject,212.63,250.55
4f92a3a5-128a-49a3-9d70-76cdb01d68e4,PathCellObject,,PathAnnotationObject,227.47,249.55
6c588639-95a2-4f3a-b55d-1ce8eeb10710,PathCellObject,,PathAnnotationObject,511.88,251.44
93a4e2d1-c863-4eed-8f8f-16c1e0e68f04,PathCellObject,,PathAnnotationObject,133.17,251.46
f5888988-1c93-4bc2-9030-2449197de744,PathCellObject,,PathAnnotationObject,254.16,250.83
889cb4cf-dea3-404e-8a39-ed5c750051fd,PathCellObject,,PathAnnotationObject,404.27,250.92
38f9ca02-1961-41fd-9995-fd205844bea9,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,553.52,250.41
fc4da4be-8ef3-43b4-bc6d-72d2315d8f63,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,626.78,251.04
4ece16f7-7e28-48a2-9334-d908c0395929,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,563.52,249.77
5f67e0e6-77d7-4c42-892a-6e8ccad3c745,Target: CD4,Target: CD4,PathAnnotationObject,297.06,249.78
62a917c9-0822-4510-8dca-733ccee6dace,PathCellObject,,PathAnnotationObject,663.63,252.3
e81ec9f4-d209-47f4-a134-b97508bb7d71,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,689.7,249.62
0fb156b4-5f3a-4cb8-806d-d72657e69f25,Target: CD68,Target: CD68,PathAnnotationObject,279.51,251.38
87708714-eb25-4afd-b975-d71f63ce3ee9,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,288.08,250.44
6140e4c8-8e5e-4b35-885d-112e40c895dc,PathCellObject,,PathAnnotationObject,468.03,250.15
d9ce4ddd-05c1-4995-ad28-60536a435366,Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,PathAnnotationObject,541.92,251.02
e3392021-101e-4dac-a4f9-e7e823a611a5,Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,PathAnnotationObject,569.17,252.56
455bb1e2-2feb-4bc1-9b08-bb7684c121f4,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,697.88,253.08
ef9a9b41-f96f-4b6a-90d4-5f96fa28a09c,Target: CD20: CD68,Target: CD20: CD68,PathAnnotationObject,708.41,252.73
9c23f4eb-cafe-49e9-ba7f-1208f9150280,PathCellObject,,PathAnnotationObject,52.79,255.69
9c672e13-4eff-47f7-9005-42f648fe7176,PathCellObject,,PathAnnotationObject,148.85,251.79
759ecdbf-9370-400e-8fcb-273989ea786d,PathCellObject,,PathAnnotationObject,219.57,253.46
ef04602f-1136-4e64-8a27-20c9702b1767,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,602.07,251.18
b77164b6-22a9-4ffc-8499-b45f7e53c6fa,Target: CD8,Target: CD8,PathAnnotationObject,617.61,250.57
b06601ae-1da5-4a65-9b5d-ad6db5d2d507,PathCellObject,,PathAnnotationObject,67.4,251.2
b7404149-21bc-4605-b9ce-b3f9bd0abe0a,PathCellObject,,PathAnnotationObject,380.2,253.54
0ebe681c-3d74-481c-bcec-7d608eb01a76,Target: CD3,Target: CD3,PathAnnotationObject,590.98,250.43
f3cbef21-0b39-45a6-9b90-15a27755751e,Target: CD68,Target: CD68,PathAnnotationObject,749.59,252.98
69b291bc-da74-4a12-b706-6d9cdf0bf12e,PathCellObject,,PathAnnotationObject,74.73,253.36
2860eb1a-d362-4921-af21-aa9fb9adab4d,Target: CD3,Target: CD3,PathAnnotationObject,457.9,251.53
f9d12490-0873-414f-bcfa-6011992d3624,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,609.35,253.28
44df6001-c7d7-4358-a291-1c1504165c92,PathCellObject,,PathAnnotationObject,3.104,251.85
d72c77a4-5b9c-4fdd-bc0f-c40e810ebf0e,PathCellObject,,PathAnnotationObject,102.37,254.06
fd8740b0-0ef9-4b4f-917e-2f4fd3568fc9,PathCellObject,,PathAnnotationObject,237.31,252.98
dfb5671d-0d02-4059-aa53-c5792f45bfc9,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,309.85,252.1
5f8ce778-55cd-4e84-bcf9-6b073d3023e1,PathCellObject,,PathAnnotationObject,114.17,256.02
cf289b90-c205-4777-ba65-2d124965799c,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,635.58,253.41
566663f3-e8e4-4dbc-b5d1-07f85165477d,Target: CD20: CD3,Target: CD20: CD3,PathAnnotationObject,673.68,253.17
430be4af-e2e1-4b62-9c41-afb7948eba62,PathCellObject,,PathAnnotationObject,90.82,255.71
e9d2f66b-87b9-4d3a-8aaf-54dc715fd560,PathCellObject,,PathAnnotationObject,183.82,254.14
fdc87f67-eb3c-4e98-a40b-d44e31ab0f4f,PathCellObject,,PathAnnotationObject,271.85,252.64
f34f315d-8bfb-464c-9464-55ea9ef34357,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,353.03,255.83
36a20fe0-1201-4d55-a57e-f01a9e8715d4,PathCellObject,,PathAnnotationObject,413.43,255.78
596f670a-77c9-473e-8422-bf02f020c04f,Target: CD3,Target: CD3,PathAnnotationObject,432.85,253.41
fb1ec17f-d166-4fa2-92a8-c1849534ecb0,PathCellObject,,PathAnnotationObject,160.07,254.4
c4e601d1-da40-45df-9112-88bf81acb271,PathCellObject,,PathAnnotationObject,266.57,257.36
a73aa4a5-1b04-4393-b603-0074de0e1fd9,Target: CD3,Target: CD3,PathAnnotationObject,500.3,255.04
baa4fc18-927f-486c-a8f5-c67952109911,Target: CD20: CD68,Target: CD20: CD68,PathAnnotationObject,647.14,253.7
141b776b-85f2-4cdb-a24c-a9e029eb48dc,PathCellObject,,PathAnnotationObject,140.5,256.08
fb8a4ad5-be9a-4372-b7eb-65698d948a19,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,559.88,255.81
bf1d5112-a5c4-4fab-9ab2-ac1f717cb3ba,Target: CD68,Target: CD68,PathAnnotationObject,344.63,255.6
50642cdf-99a7-4de9-87c4-28416ecd8bb4,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,586.01,255.53
06fead06-28e1-4328-9d53-bfd2acf7120b,PathCellObject,,PathAnnotationObject,41.64,260.37
2226fc35-3509-40d0-a948-f97902081dac,PathCellObject,,PathAnnotationObject,193.21,257.82
4e6f4e6b-9499-4fd2-88f9-1a8534326ced,Target: CD3,Target: CD3,PathAnnotationObject,367.3,258.48
0ba99cfa-4fe4-4580-a222-e248b63f5e50,Target: CD68,Target: CD68,PathAnnotationObject,465.66,255.85
5935306d-29b3-4d01-abe5-971b155fcafc,PathCellObject,,PathAnnotationObject,485.29,255.62
bad87505-f8e4-45a2-a36a-40f6b301e6a0,Target: CD4,Target: CD4,PathAnnotationObject,292.9,258.54
8d1625a3-bdfa-4aef-b62e-8bc483decdf3,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,715.53,256.62
daecc60d-7743-4dd1-ba7a-533e3882af19,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,776.99,255.58
01019604-afe1-42d3-863e-26914960a65a,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,657.27,256.22
10dd8cf9-7563-4d26-add5-c98cd30a5b34,PathCellObject,,PathAnnotationObject,22.94,257.26
2ba55d03-7edc-40c8-9ad8-1dafb4b0e72a,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,450.53,256.19
05c0e1f9-819a-4b7d-8d92-95139b1401e6,Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,PathAnnotationObject,580.64,255.48
57152fba-f4ea-49c2-9ec9-c51bcceeff0e,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,598.3,258.25
7ab7a810-eae3-4187-947b-1cbf17a5ee28,Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,PathAnnotationObject,682.2,255.75
bf802d8e-b9b8-4262-a433-993f1031f1f2,PathCellObject,,PathAnnotationObject,61.42,259.42
02ac9656-fa8e-4cf3-a3df-5b6c8b698fd2,PathCellObject,,PathAnnotationObject,169.35,256.92
b4a5a679-94b4-4580-a8f7-006925c5ad7f,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,176.9,256.75
dde46dbf-c63e-4400-8db2-213fda6e8f83,PathCellObject,,PathAnnotationObject,225.87,259.45
ccd6e7ea-74c9-4822-8e35-e63fba6190be,Target: CD3,Target: CD3,PathAnnotationObject,317.36,259.86
032e461a-dc72-46ca-a495-a7a9a80572c9,PathCellObject,,PathAnnotationObject,422.14,257.62
69508bff-a0ee-4e5a-906d-ca8bd5c7f1a2,Target: CD68,Target: CD68,PathAnnotationObject,528.17,258.06
57419c60-e4cb-42aa-839c-24f8cd6778fc,PathCellObject,,PathAnnotationObject,768.46,254.75
46a18c6e-6c91-493b-88c4-5a6946689286,PathCellObject,,PathAnnotationObject,67.29,258.28
842f4f2d-e5a4-47e3-b169-f0e0fe60ee40,PathCellObject,,PathAnnotationObject,442.13,262.2
3c41553c-9977-42d4-b945-eecfff7d5fec,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,456.96,257.64
98c42ab3-7cd4-46d0-8250-0c26fa9944c3,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,574.56,258.19
4e0a0c5e-2a95-40d0-b12a-d19a832dde38,Target: CD68,Target: CD68,PathAnnotationObject,327.76,258.32
6a26df3e-da3b-475a-bea7-678544e63339,PathCellObject,,PathAnnotationObject,395.76,255.45
37736323-499f-4416-84e0-f2bfb2c45ec6,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,790.22,256.84
80faca35-f9b3-4211-8b0e-570511278416,PathCellObject,,PathAnnotationObject,3.756,259.65
26e7b243-8364-4963-b22f-17fc7a9532ca,PathCellObject,,PathAnnotationObject,203.14,257.74
cffcdc43-2c73-4b44-9515-4d6623f632f9,PathCellObject,,PathAnnotationObject,492.06,257.83
2e2a9bd6-8aea-49fa-97b4-6c0d22f9e912,PathCellObject,,PathAnnotationObject,152.01,260.25
5ef6f1aa-e56d-4b7b-8b5b-5d4c4c0eac6f,Target: CD4,Target: CD4,PathAnnotationObject,277.69,259.62
