Object ID,Name,Class,Parent,Centroid X µm,Centroid Y µm
632d7be8-7f54-46c2-a0dc-6e4419d0c0ff,Target: CD8,Target: CD8,PathAnnotationObject,310.09,371.16
c4d4fe59-e8a2-4c61-9077-4510e03b6c9b,Target: CD68,Target: CD68,PathAnnotationObject,727.84,369.57
4ada4abc-25fa-470d-bb52-64c27bdaf03f,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,777.28,371.04
b07364ff-00d1-40bc-8e5c-52557796544f,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,261.58,369.61
15fe0eb8-eac5-436c-9e48-74339e3d2f44,PathCellObject,,PathAnnotationObject,78.73,372.41
e32344a6-6fa1-4de5-af77-a4a1ca740f9e,PathCellObject,,PathAnnotationObject,143.38,374.78
934f5b68-319c-4df2-b1b0-db530ff34581,Target: CD3,Target: CD3,PathAnnotationObject,335.46,373.43
37b5ad6c-35e5-48c6-a666-d2e104ff326a,Target: CD68,Target: CD68,PathAnnotationObject,400.98,375
f14b3568-6b1d-48f8-8cff-3a9fa432c5b0,PathCellObject,,PathAnnotationObject,571.71,373.35
83e38d9c-5054-4956-8cd8-cf2ff3e42685,Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,PathAnnotationObject,210.76,373.94
4dd8505c-4285-495e-aefc-4f0b047c0ecb,PathCellObject,,PathAnnotationObject,638.96,372.99
c266778a-38a0-4937-b1b4-8a4b5671b2ba,Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,PathAnnotationObject,320.26,374.42
a3d933e9-d577-47a0-86d3-adc4c206c9c7,Target: CD68,Target: CD68,PathAnnotationObject,393.46,374.41
51c25320-93bc-49b5-84fc-0ea49c773439,PathCellObject,,PathAnnotationObject,585.16,373.22
87f6140d-44fe-4fe3-ba5d-1939407a5ec0,PathCellObject,,PathAnnotationObject,10.78,374.86
4d463103-30b7-4184-a5cb-742f9dad35ee,Target: CD68: CD3,Target: CD68: CD3,PathAnnotationObject,409.55,375.75
2f620570-00fe-4ec0-bb64-15304976a27c,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,758.54,374.87
ac8c34b3-4797-4ba6-8c80-ec6d36281d0c,Target: CD68,Target: CD68,PathAnnotationObject,353.79,375.48
a1f71b9d-5bd8-4a01-88c1-eb2c2ea3fa42,Target: FoxP3,Target: FoxP3,PathAnnotationObject,185.03,378.18
2e4c319b-3556-416a-9ff5-58399e276811,Target: CD4,Target: CD4,PathAnnotationObject,200.92,374.58
c4fdb332-60b2-4efc-bff4-1bbf40ebbb3e,PathCellObject,,PathAnnotationObject,631.52,376.6
9d80f0e3-d57f-4f17-b42d-a0bc934773b6,PathCellObject,,PathAnnotationObject,280.66,374.82
c93a66f2-b8b6-4436-a5b6-693d5d68f0c0,PathCellObject,,PathAnnotationObject,552.03,376.95
1b11183d-42a6-4b63-84cb-8c0c82998f2f,PathCellObject,,PathAnnotationObject,796.39,378.19
36d6a7d0-2a3a-4400-bdbd-6044410eb08b,PathCellObject,,PathAnnotationObject,88.54,377.33
41f3d1c6-7572-4e67-b365-e88c61902a8c,PathCellObject,,PathAnnotationObject,304.18,375.98
a4bf89cc-d14f-408d-85f0-e5149024ab3d,PathCellObject,,PathAnnotationObject,520.02,374.51
f3863c5f-41e0-4a50-a121-29736a701622,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,749.83,375.06
33488491-27d4-47e0-a402-d9e52e9a364f,PathCellObject,,PathAnnotationObject,2.511,375.65
9fe3eb17-9058-4d67-b389-e290cfd463bd,PathCellObject,,PathAnnotationObject,654.5,376.71
325f73b7-88bf-4cff-afdd-ca256791ae84,PathCellObject,,PathAnnotationObject,245.49,376.78
c62f3c9d-f1de-4c0e-af65-9ee83d164bfd,PathCellObject,,PathAnnotationObject,293.9,375.26
0901288a-c1b9-4b4f-a511-07d5b7ce9c49,Target: CD20,Target: CD20,PathAnnotationObject,606.79,377.8
f9b43a46-3dff-4e17-80b2-2b9f0358bc9c,Target: CD68,Target: CD68,PathAnnotationObject,368.13,375.88
240e7abc-ee27-4ee2-ab6e-8df3ceb996b6,PathCellObject,,PathAnnotationObject,112.23,377.33
310ec00a-bb7a-49de-ba2b-ce63272df976,Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,PathAnnotationObject,706.55,377.72
75c16eb9-0697-48e4-b3bf-9a5fb93a15c2,Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,PathAnnotationObject,721.33,377.47
aa6a4897-6d03-4b91-afe9-06e566ad0292,Target: CD68,Target: CD68,PathAnnotationObject,772.76,377.1
17c227a4-7040-4dae-8b65-ecba9815c734,Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,PathAnnotationObject,786.77,379.47
cba530ef-1c37-40a7-9f27-0457957242a6,PathCellObject,,PathAnnotationObject,170.51,378.3
546cedec-3003-4a32-bae8-7244d4e62a3b,PathCellObject,,PathAnnotationObject,299.08,382.1
f67eecb9-e649-467c-b2ef-8b231aa77342,PathCellObject,,PathAnnotationObject,505.06,376.02
9e62e319-2e12-4f3f-91a6-cef487e20107,Target: CD68,Target: CD68,PathAnnotationObject,530.71,376.97
03ddc2fa-6fd3-4274-b363-3f7bc781f988,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,680.97,378.79
3115733b-40e4-43c0-9060-1e9d745ce515,PathCellObject,,PathAnnotationObject,698.72,378.08
344fd09f-8377-45f8-864f-1a488ad31433,Target: CD8,Target: CD8,PathAnnotationObject,736.19,381.54
1d2368d9-437a-485f-8371-cdb235ba59ba,PathCellObject,,PathAnnotationObject,161.11,379.08
07d1dcb3-35cc-4eac-bbf8-053bf9cb4a48,PathCellObject,,PathAnnotationObject,120.16,378.04
e83f6803-c43a-4d21-9a69-2ea82f85bff9,PathCellObject,,PathAnnotationObject,266.49,378.67
4fc53734-290c-43a3-814d-df869405dc2c,PathCellObject,,PathAnnotationObject,258.05,379.5
10c19b41-941a-4b6d-bdcf-d09eaf5f09fa,PathCellObject,,PathAnnotationObject,127.22,379.11
ec554561-013f-4e02-8535-28341127384b,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,359.88,380.42
034bec7e-9f60-4579-9efd-4e3e3ce9a977,PathCellObject,,PathAnnotationObject,287.33,380.81
dbec5a3d-2287-4b1e-872f-c9bd3b8256a6,PathCellObject,,PathAnnotationObject,446.38,379.38
84a63a21-92ca-4968-9b7f-ce6914ff20ef,PathCellObject,,PathAnnotationObject,645.1,380.02
afdfab30-cbd7-402a-abf2-f3231d08898e,Target: CD68,Target: CD68,PathAnnotationObject,691.5,380.6
d750e0f7-69ad-4fe8-a42a-a7f1d6e0d822,Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,PathAnnotationObject,714.68,379.84
32ae613f-9262-4937-9f0d-71b383434cc0,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,727.83,382.03
5d745608-be63-4cf0-acec-abf025983c75,PathCellObject,,PathAnnotationObject,765.96,380.16
c5f1a502-9690-4bfe-9792-8c443fd0479d,Target: CD68,Target: CD68,PathAnnotationObject,512.99,380.52
57a503aa-32c9-4f44-9a31-f71e3b80f8a9,PathCellObject,,PathAnnotationObject,76.23,380.03
35015317-043c-40c6-a1a9-feed87cbe6b3,PathCellObject,,PathAnnotationObject,154.03,379.87
777ed614-74f7-44e8-b30c-a5583d9b8165,Target: CD68,Target: CD68,PathAnnotationObject,386.82,382.2
99a9783a-3d23-4599-8431-68bfaeb61d2b,PathCellObject,,PathAnnotationObject,495.11,380.85
d33a8d8f-64cc-43bd-93d1-b80f5b3ef7ac,Target: CD68,Target: CD68,PathAnnotationObject,579.61,381.34
b48e3d5c-d531-4294-96c8-a5d0ab634e9e,Target: CD68,Target: CD68,PathAnnotationObject,426.96,380.73
2019565a-ad07-4344-a00b-430903c21ff1,PathCellObject,,PathAnnotationObject,537.62,381.74
0a60220b-3a4a-4abe-b0a2-73282d93d9ed,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,225.1,380.14
e0cb6a2e-2a38-4cbd-9b49-bc22f34ade28,Target: CD3: CD8,Target: CD3: CD8,PathAnnotationObject,743.28,380.64
64cad9fa-72b3-4d91-bd90-1fd7c58842c9,PathCellObject,,PathAnnotationObject,47.31,383.37
1a5d2c84-2e8e-4b92-94ac-f4d9c5a87a99,PathCellObject,,PathAnnotationObject,100.82,380.35
19d02dd6-0ff2-4368-9f8a-6e2b3f796f0d,Target: CD3: CD8,Target: CD3: CD8,PathAnnotationObject,199.78,381.5
a8c168cb-9fb4-4aaf-8e09-2364b8df9f7b,Target: CD68,Target: CD68,PathAnnotationObject,663.74,382.4
f1a551ae-dcb3-4805-9dc8-cbc72c700fbf,PathCellObject,,PathAnnotationObject,331.53,381.76
8c589d8b-f5c3-42df-b98d-10b8e7f41686,Target: CD68,Target: CD68,PathAnnotationObject,369.75,381.39
068c2b38-29eb-4423-a1ba-42c1510f70fa,Target: CD3,Target: CD3,PathAnnotationObject,543.58,380.92
7cedd4e2-00cd-468a-b982-7a875b4637b0,PathCellObject,,PathAnnotationObject,273.48,383.47
1e0c26ed-8aef-42b5-8bd0-9a25f7b72e86,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,416.31,384.43
85c29730-58d6-42f2-bc59-c9a3e487838d,PathCellObject,,PathAnnotationObject,95.46,385.21
43e94471-bc2d-4272-9cf4-9a7e014a030f,Target: CD68,Target: CD68,PathAnnotationObject,317.87,384.54
d5b87bbf-6f67-4a08-a274-fa652eea4073,PathCellObject,,PathAnnotationObject,106.11,384.52
469874b2-d267-48ad-a0a7-709b4706f6b8,PathCellObject,,PathAnnotationObject,309.45,382.11
92c4171d-1009-4dfb-8ef3-1b99b6b029ff,PathCellObject,,PathAnnotationObject,344.62,382.06
c16dcc77-d1d1-440a-bf91-21b6473d1633,Target: CD8,Target: CD8,PathAnnotationObject,30.46,383.14
1c5bd79b-30d9-496b-8252-79d7c1ae3369,PathCellObject,,PathAnnotationObject,132.86,381.42
40e4e39e-73a8-4921-b076-2c2d46ed697f,Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,PathAnnotationObject,235.33,382.19
fa31446d-bfcf-4614-a43b-0831790cefa3,PathCellObject,,PathAnnotationObject,521.06,383.36
231ae8a4-5d87-4be2-9e70-f9001de6529b,Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,PathAnnotationObject,750.48,383.7
56f573b5-aee2-475e-94d2-750bce7d1447,PathCellObject,,PathAnnotationObject,67.31,383.1
33644408-92bc-43f8-aa08-4e74a29faade,Target: CD68,Target: CD68,PathAnnotationObject,620.41,383.65
fde6fc81-66dc-4053-8753-9a5283818a27,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,210.01,385.42
a18be485-1c05-4e56-ad1d-79c537766f42,PathCellObject,,PathAnnotationObject,436.49,384.32
9e42c318-cab6-4b03-9dbc-40300058bb6c,Target: CD68,Target: CD68,PathAnnotationObject,629.81,382.84
33c5556c-2ae7-450c-b10e-2e68eace371a,PathCellObject,,PathAnnotationObject,119.46,385.4
f21ff72a-fd15-4f94-89fb-916df4227380,PathCellObject,,PathAnnotationObject,505.08,385.85
8cbceac7-8e0e-4bf7-ad66-257a6ff6a21f,Target: CD68,Target: CD68,PathAnnotationObject,396.69,386.9
a55023b9-11bb-471d-ab05-3deec07b4f9d,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,220.37,386.92
f974318c-e56a-4409-b821-8d83b8db91ea,PathCellObject,,PathAnnotationObject,324.85,390.05
2fd7bbdb-ee0b-4e2c-9501-2d75e05b2ef7,PathCellObject,,PathAnnotationObject,473.52,387.04
c412b3b5-864b-4b44-9022-9ed2962cec9b,Target: CD68,Target: CD68,PathAnnotationObject,684.26,386.25
1a8e88ec-0da0-40c7-b107-7ddbbeb04236,Target: CD68: CD8,Target: CD68: CD8,PathAnnotationObject,758.74,385.3
7f4516c3-41e9-4d1e-b26a-d59acf8a9277,Target: CD3: CD8,Target: CD3: CD8,PathAnnotationObject,197.47,388.82
bccc0a9b-33c5-4e65-afa2-6d9fc4ba5a30,Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,PathAnnotationObject,229.66,387.13
f4a7fbf6-5143-4d85-9662-8162e09e1d1b,PathCellObject,,PathAnnotationObject,529.19,386.38
9a44bd05-bad2-4a60-b4d2-7e22f6570157,Target: CD68,Target: CD68,PathAnnotationObject,548.34,387.76
336fc2dc-ba6b-40dc-9b1b-03c79153c9b0,PathCellObject,,PathAnnotationObject,151.84,387.06
0946b65a-5be5-47e4-a2f7-70bdab52a0d5,PathCellObject,,PathAnnotationObject,184.27,391.94
391b6b97-493f-4c1c-b6fd-906d47a77c0e,Target: CD20,Target: CD20,PathAnnotationObject,364.96,387.21
f1b941c8-2961-4e92-8bf8-8aacc16d7d6b,Target: CD68,Target: CD68,PathAnnotationObject,372.65,386.08
7d231146-8e60-4ead-ab92-a503c80b7665,PathCellObject,,PathAnnotationObject,143.95,388.19
ca996459-f6dd-4945-896a-569659eefe5a,PathCellObject,,PathAnnotationObject,162.9,390.57
26f949be-1d00-4970-885b-0525981079ea,PathCellObject,,PathAnnotationObject,340.15,387.71
cf4a4392-24e9-410e-b068-3f249a5bcecd,PathCellObject,,PathAnnotationObject,78.27,387
2c366a34-63d9-47d3-afc7-5c4094382d45,PathCellObject,,PathAnnotationObject,137.47,386.85
d4274b7b-4bdb-4c5b-bc65-ed3819595cf1,Target: CD68: CD8,Target: CD68: CD8,PathAnnotationObject,592.1,389.37
2b2e248a-9352-4cc8-9ab0-eff0419d9fe0,PathCellObject,,PathAnnotationObject,15.37,389.19
0775b5d4-13f9-4ffd-9945-6cc667429f0d,Target: CD68,Target: CD68,PathAnnotationObject,405.65,388.42
a75e541d-68f2-45b0-920b-e1c0f491302f,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,711.33,391.36
b9a2eead-a182-4611-9bad-e24b7fdd98a5,PathCellObject,,PathAnnotationObject,128.12,389.08
5dd486df-1363-4528-81f7-c94e1477e713,Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,PathAnnotationObject,243.12,388.16
26d1fba2-1fce-4ec9-bcb8-179726d07abe,Target: CD68,Target: CD68,PathAnnotationObject,632.27,389.37
5c5b53be-7eee-4a13-86d1-86c33920aa26,PathCellObject,,PathAnnotationObject,770.62,391.08
0e4daee3-570d-4223-9c62-0f0b279d49fd,Target: CD20: CD68,Target: CD20: CD68,PathAnnotationObject,607.16,388.93
b22ff98e-bc18-4e00-892a-b98960d5e77a,Target: CD8,Target: CD8,PathAnnotationObject,250.58,391.71
cdfa4aea-8fc0-4de7-a676-827c0ab04a6f,Target: CD8,Target: CD8,PathAnnotationObject,260.51,391.74
2a6cb725-c684-41e7-80e3-4edaa96992c9,PathCellObject,,PathAnnotationObject,286.16,392.78
6dec40a4-98da-4971-9e2b-34067273fcd7,PathCellObject,,PathAnnotationObject,310.35,389.82
1493afdc-f866-4b7d-aa7d-b420428b1884,PathCellObject,,PathAnnotationObject,357.69,390.32
739a330b-7344-447d-b1cc-8de6111a79f3,Target: CD68,Target: CD68,PathAnnotationObject,378.27,390.54
17a4e44d-dc9f-453c-b907-bd8b0ef6e74c,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,698.57,393.87
118bbcdb-a383-4a5c-9b3f-dfb8227be173,Target: CD68: CD3: CD4,Target: CD68: CD3: CD4,PathAnnotationObject,276.4,391.49
7be8f2ec-03e6-4c25-9953-e69d9a3fb892,PathCellObject,,PathAnnotationObject,445.67,391.87
2f5900cb-fa92-4f31-ae99-f7f908f0908c,Target: CD68: CD3: CD8,Target: CD68: CD3: CD8,PathAnnotationObject,536.52,391.04
069ddac5-c1d5-4045-aa1c-377ecd796c13,PathCellObject,,PathAnnotationObject,566.24,388.16
50d51f74-6d41-4738-92ae-05d4698dc1de,Target: CD68,Target: CD68,PathAnnotationObject,676.03,389.88
d03ea4d7-0b29-40ad-b1d0-454f3db74956,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,688.91,392.81
ce050b3e-9185-4b39-9a62-6491aef8514e,PathCellObject,,PathAnnotationObject,54.06,390.81
c71895bf-9068-465e-94a8-9ce90bfa45a6,PathCellObject,,PathAnnotationObject,64.28,390.73
30590b13-cc5b-4d2c-ac11-39e0793c4c12,Target: CD8,Target: CD8,PathAnnotationObject,301.81,391.28
7deef6e2-fc2c-4e43-a794-f6a5e4eb78da,Target: CD68,Target: CD68,PathAnnotationObject,573.29,389.84
5c261235-f849-4666-a3f7-b70060438f49,PathCellObject,,PathAnnotationObject,59.25,389.58
56ee4212-e10b-48ec-ae3f-50e6517beb74,Target: CD20: CD3: CD4: CD8,Target: CD20: CD3: CD4: CD8,PathAnnotationObject,237.7,393.76
f36e2f3b-f74d-4c41-904e-535bd42cdee2,PathCellObject,,PathAnnotationObject,85.87,393.14
c31a1841-aceb-456d-b215-09b9f6b40ea9,Target: CD68,Target: CD68,PathAnnotationObject,333,392.77
ad28056b-29e6-49c1-b0b2-49ee0d574f64,Target: CD68,Target: CD68,PathAnnotationObject,350.72,389.47
0de91fb8-0d8f-4683-9275-fe7afafc2b9c,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,656.76,390.78
341153d2-7162-4b33-87cd-b4f894dad15f,PathCellObject,,PathAnnotationObject,744.96,393.28
70983d95-082c-4f3d-b2f8-1690b818d928,PathCellObject,,PathAnnotationObject,26.25,396.54
ea3b87b6-151a-41f4-990f-49add965c059,PathCellObject,,PathAnnotationObject,112.93,391.37
4e65822a-6863-44d8-acd8-901a060dc86b,PathCellObject,,PathAnnotationObject,512.18,393.29
576879d2-41aa-4a31-90c9-cb3ae44a8ac8,Target: CD68: CD3: CD4: CD8,Target: CD68: CD3: CD4: CD8,PathAnnotationObject,647.02,393.73
5e1af753-7233-4f73-a77a-b7c8f672f00b,Target: CD4,Target: CD4,PathAnnotationObject,732.01,392.38
b9ad0ca0-6434-4ae8-8745-7501ece5c882,Target: CD68: CD8,Target: CD68: CD8,PathAnnotationObject,758.8,392.05
9a392706-5271-4882-a04e-d4de0de72f3c,PathCellObject,,PathAnnotationObject,154.34,393.96
673d4c89-7b40-4497-8a68-8332b878e91a,Target: CD20: CD3: CD4,Target: CD20: CD3: CD4,PathAnnotationObject,369.41,392.74
888fd851-4467-44e4-9c92-6e5910dbb1d7,PathCellObject,,PathAnnotationObject,520.06,392.58
d2d760c5-7a00-43e4-9a2d-70ee7db8fc72,PathCellObject,,PathAnnotationObject,134.69,392.42
7788fbd4-28f5-4289-9750-2dda07bf996c,Target: CD68,Target: CD68,PathAnnotationObject,434.32,393.57
5d6750bb-6736-4e3a-8ebf-dc540d35a3cf,PathCellObject,,PathAnnotationObject,496.88,394.06
99d6727f-a5fd-4c48-895c-967a091767ff,Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,PathAnnotationObject,578.94,394.69
2af8c091-8692-4215-801d-271ab195b3c1,PathCellObject,,PathAnnotationObject,74.38,393.77
57ba877c-60f1-4462-99ad-73e0d7f41b01,Target: CD8,Target: CD8,PathAnnotationObject,39.56,394.24
bd336e42-8a4d-4a97-bcdf-ba77aa895951,Target: CD68: CD3: FoxP3,Target: CD68: CD3: FoxP3,PathAnnotationObject,267.85,394.65
9357d451-16cd-455e-b7be-477dac44ff16,PathCellObject,,PathAnnotationObject,342.06,395.35
d2a44767-c5b9-49e5-b92c-2dc0f96ccc0a,PathCellObject,,PathAnnotationObject,455.72,395.1
b1fb6b53-cd04-43de-b82a-3ef921101f3c,Target: CD68,Target: CD68,PathAnnotationObject,421.87,395.56
1ce8e2ef-c1c5-4511-af81-bc46a68a01ac,Target: CD68,Target: CD68,PathAnnotationObject,624.14,395.75
ab6e404b-05a0-4540-b49c-3a9cec523a09,Target: CD68,Target: CD68,PathAnnotationObject,790.08,393.81
884af695-5eda-42de-957a-5ad49102e532,PathCellObject,,PathAnnotationObject,48.48,395.1
65544339-d237-4f3e-86c7-ab1892ef0e2a,PathCellObject,,PathAnnotationObject,227.73,396.46
d83f5a33-c6bb-46d3-88da-1ac31de92129,PathCellObject,,PathAnnotationObject,104.49,396.4
8325247c-8964-47a1-9019-b353d7ff2556,PathCellObject,,PathAnnotationObject,118.36,394.9
20213a7e-a1cd-4d67-af6f-37da82df85d5,PathCellObject,,PathAnnotationObject,427.93,394.74
c3f319ad-c716-4261-a8fb-1432199b32b5,Target: CD68: CD3,Target: CD68: CD3,PathAnnotationObject,384.6,395.8
e01dee3d-5087-4ec1-9470-3bc6c734b24b,PathCellObject,,PathAnnotationObject,528.29,397.56
128eece4-ad40-474a-9b37-6f975e20bdc2,PathCellObject,,PathAnnotationObject,550.01,397.62
9a156bf3-b4f6-41fe-8d0b-cb527073de0c,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,411.35,396.96
13e3c8cb-a777-4f63-81d1-5bce9807d947,Target: CD68,Target: CD68,PathAnnotationObject,612.95,395.33
3ed26483-6902-4a52-aca2-b99b082c6d3a,PathCellObject,,PathAnnotationObject,69.64,399.71
2b87e025-803d-442a-8441-7da630fe0fc9,PathCellObject,,PathAnnotationObject,125.4,395.89
f70afb01-c038-4d63-8625-368760b5c000,PathCellObject,,PathAnnotationObject,130.58,395.96
43e68671-0935-4010-8584-2098b417f777,PathCellObject,,PathAnnotationObject,315.34,396.88
5b333afc-c900-4349-b56d-f2cf6e5e62c1,PathCellObject,,PathAnnotationObject,350.08,396.13
ccb81f6b-a63a-42c8-9f9f-de2c5783698b,Target: CD68,Target: CD68,PathAnnotationObject,561.29,396.51
4cbc0b15-6334-4ffc-80b1-cfa8abd328b3,Target: FoxP3,Target: FoxP3,PathAnnotationObject,781.02,397.14
b38f2518-ee08-4e65-8fdc-4185c18da625,PathCellObject,,PathAnnotationObject,147.29,400.85
9eb82f04-b89d-4cb2-9807-079edd0236ed,Target: CD3: CD4: CD8,Target: CD3: CD4: CD8,PathAnnotationObject,199.92,399.74
5f025f48-5ffe-4d3f-9395-4d9318814e9b,Target: CD68,Target: CD68,PathAnnotationObject,400.59,397.9
57d79ffb-0a55-4b22-b7de-bb95b04d25df,Target: CD3,Target: CD3,PathAnnotationObject,753.63,397.05
5098daa0-5b73-4871-af79-d3e6ce723dc7,PathCellObject,,PathAnnotationObject,139.69,396.16
3507e839-2340-4128-8cd3-45ba353fdf8a,Target: CD3,Target: CD3,PathAnnotationObject,482.39,397.38
eb12855b-b4d8-402c-861e-eded938fe23b,Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,PathAnnotationObject,661.19,400.27
49c60852-fade-48a2-aa1f-887f6089bff6,Target: CD20: CD68: CD3: CD4: CD8,Target: CD20: CD68: CD3: CD4: CD8,PathAnnotationObject,211.87,397.59
9e737815-6e05-4048-901b-a12f082e0855,Target: CD68,Target: CD68,PathAnnotationObject,360.69,398.71
5a18fc77-20d5-4e82-a4ac-c2b7d7bc728a,PathCellObject,,PathAnnotationObject,306.16,399.01
56d4874a-4070-4f45-848f-d3eccdad6b8f,Target: CD68,Target: CD68,PathAnnotationObject,505.05,401.95
6a7b5f7a-9d57-4125-8ab2-d90d10d0e28c,PathCellObject,,PathAnnotationObject,599.96,398.79
83f7a7ff-2886-40e8-91e3-c357c26d8ff6,Target: CD68,Target: CD68,PathAnnotationObject,273.57,399.62
4cdd63ec-5284-4a5e-8719-b1101aba0efd,PathCellObject,,PathAnnotationObject,296.41,399.17
3ea14bbf-5bb8-477a-af04-8053eec4d100,Target: CD68,Target: CD68,PathAnnotationObject,371.49,401.25
7d532626-bac1-464c-98c9-86ce67854133,PathCellObject,,PathAnnotationObject,94.88,399.15
783941f3-c02a-4cec-a246-34c71305e70d,Target: CD68,Target: CD68,PathAnnotationObject,391.94,400.66
0cdd9627-985f-4fba-95b9-47809384b36a,PathCellObject,,PathAnnotationObject,54.77,399.99
e7fd9a6c-fe42-4a15-a007-6dfe18c89c74,PathCellObject,,PathAnnotationObject,60.94,401.26
739c2b33-1961-4fd3-bb5e-1c5ef712bf4f,PathCellObject,,PathAnnotationObject,122.36,400.88
49429c66-27ad-4167-ae86-9627adc7b336,Target: CD68,Target: CD68,PathAnnotationObject,538.32,398.71
836ab7cc-9e6e-46e1-a5cc-fb4e4f113892,Target: CD68,Target: CD68,PathAnnotationObject,683.89,400
63fce3d6-97b3-4034-8f0e-9d300e9bf037,Target: CD3: CD8,Target: CD3: CD8,PathAnnotationObject,739.73,400.43
b5241408-fca7-4983-b8fa-efe1f9d1d51e,Target: CD68: CD4,Target: CD68: CD4,PathAnnotationObject,636.27,401.3
17463210-0570-46ab-aac9-5d8ca829ab68,Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,PathAnnotationObject,718.2,402.9
09798e37-4ca5-47b1-a07e-e9b8a3ee66a8,Target: CD68,Target: CD68,PathAnnotationObject,431.5,403.24
b92388c2-1391-4a8b-b3d9-9d2cfe228b36,PathCellObject,,PathAnnotationObject,44.21,402.01
15aef521-7200-4fee-95ea-4c466b37a777,PathCellObject,,PathAnnotationObject,115.31,402.41
0fdbf194-7fe9-42e9-8a9b-3685b9ed1524,PathCellObject,,PathAnnotationObject,131.19,403.1
f18627b4-983d-44a9-b2b8-572d87e1137a,Target: CD68,Target: CD68,PathAnnotationObject,170.82,401.19
7f2bc81f-de9b-4e41-a6c9-364814281507,Target: CD3,Target: CD3,PathAnnotationObject,614.27,403.67
bc18c5a0-d745-4e72-925a-97833494df41,Target: CD68: CD4: CD8,Target: CD68: CD4: CD8,PathAnnotationObject,728.76,404.28
98fa62b6-872e-4376-9735-aa4b67185f42,Target: CD20: CD8,Target: CD20: CD8,PathAnnotationObject,769.41,402.56
e3656a3b-db81-452d-a1df-215228ecfc0a,Target: CD8,Target: CD8,PathAnnotationObject,246.63,403.72
79725940-e779-42cc-9258-1b0bac087dd8,Target: CD68,Target: CD68,PathAnnotationObject,577.32,403.53
2565d982-d8ad-42c8-8eab-e973fe28706f,Target: CD20: CD3: CD8,Target: CD20: CD3: CD8,PathAnnotationObject,220.28,404.74
4abee38f-4be5-4d57-ad74-a267db0cff04,PathCellObject,,PathAnnotationObject,139.8,402.8
d698997c-8353-4084-9676-f9fd1f5ac62c,PathCellObject,,PathAnnotationObject,348.29,402.21
8f3f8f6a-95b9-406d-a702-59533ff1a9da,Target: CD3: CD4,Target: CD3: CD4,PathAnnotationObject,761.45,401.63
46830896-cbae-486d-bcf7-1e0ac2ede925,Target: CD68: CD8,Target: CD68: CD8,PathAnnotationObject,257.28,405.27
9a463bc6-4364-4121-b34d-26e6fbead766,PathCellObject,,PathAnnotationObject,339.74,405.75
c39a0664-4c86-49ec-b941-0b42fa7d8f75,PathCellObject,,PathAnnotationObject,357.04,405.63
4185d708-3fe2-4d55-ae18-7e35baf8755a,PathCellObject,,PathAnnotationObject,751.8,404.21
1f03b28c-975e-4e7e-98be-67ef9af77945,PathCellObject,,PathAnnotationObject,83.13,404.28
cb33c5f0-2de1-4cf9-a4b7-e502a2b27f3a,PathCellObject,,PathAnnotationObject,160.41,407.89
6f8946f7-95a9-4bd1-b7d1-a33142b92698,Target: CD20,Target: CD20,PathAnnotationObject,318.62,403.02
713e96c2-21a5-4d27-876b-eb9ebc9a7d34,Target: CD68,Target: CD68,PathAnnotationObject,417.33,403.73
82ac1732-a225-4d53-b3c7-0133f9d25308,PathCellObject,,PathAnnotationObject,537.7,405.13
b2c1fd8d-6755-4908-b95d-df1b4df106e0,PathCellObject,,PathAnnotationObject,104.37,406.4
